00BBGT,Ward,City & East,Newham,ROYAL DOCKS,1407,6603,21.3%,Ken Livingstone - The Labour Party Candidate,42,27,479,37,743,39,20,1387,0,0,4,6,10,20,124,47,157,160,267,192,87,1034,350,2,1,353,Labour Party,45,37,288,10,77,809,48,11,4,4,51,3,7,1394,0,0,8,2,3,13,Labour,830,272,60,78,44,58,,,35,,,,,,14,1391,0,0,10,2,4,16,John Biggs*,John Moss,Richard Macmillan,Chris Smith,Steven Woolfe,Paul Borg,,,Kamran Malik,,,,,,Paul Davies
00BBGU,Ward,City & East,Newham,STRATFORD AND NEW TOWN,2496,10279,24.3%,Ken Livingstone - The Labour Party Candidate,88,22,605,121,1512,74,30,2452,0,0,6,8,30,44,242,48,299,343,555,301,117,1905,540,5,2,547,Labour Party,36,64,346,12,205,1565,105,5,14,19,68,3,27,2469,0,0,18,1,8,27,Labour,1533,349,111,197,61,61,,,126,,,,,,22,2460,0,0,27,0,8,35,John Biggs*,John Moss,Richard Macmillan,Chris Smith,Steven Woolfe,Paul Borg,,,Kamran Malik,,,,,,Paul Davies
00BBGW,Ward,City & East,Newham,WALL END,3370,9453,35.7%,Ken Livingstone - The Labour Party Candidate,59,52,454,53,2564,45,30,3257,0,0,25,38,49,112,153,67,430,282,703,289,118,2042,1209,2,4,1215,Labour Party,68,65,253,13,102,2627,55,2,5,14,47,45,27,3323,0,0,19,0,28,47,Labour,2606,250,84,84,46,75,,,159,,,,,,24,3328,0,0,19,0,23,42,John Biggs*,John Moss,Richard Macmillan,Chris Smith,Steven Woolfe,Paul Borg,,,Kamran Malik,,,,,,Paul Davies
00BBGX,Ward,City & East,Newham,WEST HAM,2618,9052,28.9%,Ken Livingstone - The Labour Party Candidate,85,29,516,79,1742,63,40,2554,0,0,9,21,34,64,202,66,310,341,541,287,112,1859,687,6,2,695,Labour Party,61,94,269,23,152,1790,62,12,4,25,68,2,13,2575,0,0,26,1,16,43,Labour,1774,270,88,162,67,73,,,109,,,,,,22,2565,0,1,34,1,17,53,John Biggs*,John Moss,Richard Macmillan,Chris Smith,Steven Woolfe,Paul Borg,,,Kamran Malik,,,,,,Paul Davies
00BG (Postal),Postal,City & East,Tower Hamlets,Postal votes - Tower Hamlets,14804,25535,58.0%,Ken Livingstone - The Labour Party Candidate,404,183,5257,610,7478,575,198,14705,0,2,54,22,21,99,1162,349,1996,2517,2449,2630,918,12021,2653,17,14,2684,Labour Party,264,152,3664,143,1319,7486,884,59,74,101,380,4,103,14633,0,1,54,1,22,78,Labour,7307,3651,963,1251,426,342,,,607,,,,,,45,14592,0,1,68,3,17,89,John Biggs*,John Moss,Richard Macmillan,Chris Smith,Steven Woolfe,Paul Borg,,,Kamran Malik,,,,,,Paul Davies
00BGFW,Ward,City & East,Tower Hamlets,Bethnal Green North,2891,8392,34.4%,Ken Livingstone - The Labour Party Candidate,122,38,471,236,1806,94,20,2787,0,0,25,41,37,103,207,57,266,608,525,348,91,2102,684,1,0,685,Labour Party,61,26,247,25,440,1720,151,9,8,48,48,2,14,2803,0,0,46,1,41,88,Labour,1741,238,166,410,34,86,,,95,,,,,,36,2806,0,0,45,3,36,84,John Biggs*,John Moss,Richard Macmillan,Chris Smith,Steven Woolfe,Paul Borg,,,Kamran Malik,,,,,,Paul Davies
00BGFX,Ward,City & East,Tower Hamlets,Bethnal Green South,2962,8314,35.6%,Ken Livingstone - The Labour Party Candidate,107,21,457,192,1966,77,13,2833,0,0,24,41,64,129,180,51,284,433,521,323,82,1874,955,1,3,959,Labour Party,51,24,251,14,319,1951,129,3,18,45,51,0,19,2875,0,0,44,3,38,85,Labour,1921,232,141,321,33,56,,,137,,,,,,29,2870,0,0,59,2,31,92,John Biggs*,John Moss,Richard Macmillan,Chris Smith,Steven Woolfe,Paul Borg,,,Kamran Malik,,,,,,Paul Davies
00BGFY,Ward,City & East,Tower Hamlets,Blackwall and Cubitt Town,2737,9844,27.8%,Ken Livingstone - The Labour Party Candidate,89,40,972,94,1340,88,48,2671,0,0,23,25,15,63,217,110,297,366,406,359,136,1891,778,2,0,780,Labour Party,69,35,652,28,202,1392,155,13,10,16,91,4,12,2679,0,0,36,2,20,58,Labour,1401,641,170,200,75,98,,,68,,,,,,11,2664,0,0,49,1,22,72,John Biggs*,John Moss,Richard Macmillan,Chris Smith,Steven Woolfe,Paul Borg,,,Kamran Malik,,,,,,Paul Davies
00BGFZ,Ward,City & East,Tower Hamlets,Bow East,2982,9458,31.5%,Ken Livingstone - The Labour Party Candidate,135,38,786,210,1583,111,38,2901,0,1,21,31,28,81,279,63,231,487,411,363,133,1967,934,0,0,934,Labour Party,71,39,436,15,395,1585,190,16,15,34,103,0,13,2912,0,0,52,4,14,70,Labour,1623,443,224,356,82,94,,,59,,,,,,26,2907,0,0,61,7,7,75,John Biggs*,John Moss,Richard Macmillan,Chris Smith,Steven Woolfe,Paul Borg,,,Kamran Malik,,,,,,Paul Davies
00BGGA,Ward,City & East,Tower Hamlets,Bow West,2999,7829,38.3%,Ken Livingstone - The Labour Party Candidate,148,21,793,258,1533,113,26,2892,0,0,36,50,21,107,266,72,262,599,472,431,109,2211,679,2,0,681,Labour Party,55,29,433,22,463,1611,167,9,16,38,85,1,6,2935,0,0,37,6,21,64,Labour,1694,424,199,405,50,81,,,56,,,,,,23,2932,0,0,44,3,20,67,John Biggs*,John Moss,Richard Macmillan,Chris Smith,Steven Woolfe,Paul Borg,,,Kamran Malik,,,,,,Paul Davies
00BGGB,Ward,City & East,Tower Hamlets,Bromley By Bow,2958,8345,35.4%,Ken Livingstone - The Labour Party Candidate,69,27,370,101,2189,80,13,2849,0,0,25,53,31,109,178,49,282,403,483,289,81,1765,1073,6,5,1084,Labour Party,57,33,182,13,205,2175,89,10,14,35,45,3,16,2877,0,0,51,1,27,79,Labour,2100,194,129,191,28,62,,,150,,,,,,27,2881,0,0,51,2,22,75,John Biggs*,John Moss,Richard Macmillan,Chris Smith,Steven Woolfe,Paul Borg,,,Kamran Malik,,,,,,Paul Davies
00BGGC,Ward,City & East,Tower Hamlets,East India and Lansbury,2646,8078,32.8%,Ken Livingstone - The Labour Party Candidate,64,60,444,86,1809,48,37,2548,0,0,25,41,32,98,134,80,231,266,391,226,106,1434,1114,0,0,1114,Labour Party,105,32,223,21,154,1823,65,12,20,29,75,0,12,2571,0,0,41,2,31,74,Labour,1794,235,73,146,61,123,,,100,,,,,,24,2556,0,0,61,0,29,90,John Biggs*,John Moss,Richard Macmillan,Chris Smith,Steven Woolfe,Paul Borg,,,Kamran Malik,,,,,,Paul Davies
00BGGD,Ward,City & East,Tower Hamlets,Limehouse,3129,9039,34.6%,Ken Livingstone - The Labour Party Candidate,77,39,765,79,1958,74,36,3028,0,0,38,37,26,101,213,83,307,385,455,347,146,1936,1090,1,1,1092,Labour Party,84,27,510,19,199,1958,109,8,18,16,79,0,11,3038,0,0,69,2,20,91,Labour,1918,511,141,153,62,101,,,116,,,,,,18,3020,0,0,81,3,24,108,John Biggs*,John Moss,Richard Macmillan,Chris Smith,Steven Woolfe,Paul Borg,,,Kamran Malik,,,,,,Paul Davies
00BGGE,Ward,City & East,Tower Hamlets,Mile End and Globe Town,3311,9256,35.8%,Ken Livingstone - The Labour Party Candidate,131,37,683,257,1967,105,46,3226,0,0,19,33,33,85,216,101,277,614,552,338,107,2205,1020,0,1,1021,Labour Party,86,38,368,26,429,1929,176,14,17,53,95,0,15,3246,0,0,44,2,19,65,Labour,1917,374,214,403,71,119,,,102,,,,,,37,3237,0,0,55,1,18,74,John Biggs*,John Moss,Richard Macmillan,Chris Smith,Steven Woolfe,Paul Borg,,,Kamran Malik,,,,,,Paul Davies
00BGGF,Ward,City & East,Tower Hamlets,Mile End East,2681,7867,34.1%,Ken Livingstone - The Labour Party Candidate,78,24,420,128,1845,70,9,2574,0,0,32,31,44,107,174,47,249,394,455,247,73,1639,932,1,2,935,Labour Party,44,28,256,7,242,1816,108,6,5,25,34,3,20,2594,0,0,52,0,34,86,Labour,1807,236,118,219,26,48,,,118,,,,,,26,2598,0,0,60,1,21,82,John Biggs*,John Moss,Richard Macmillan,Chris Smith,Steven Woolfe,Paul Borg,,,Kamran Malik,,,,,,Paul Davies
00BGGG,Ward,City & East,Tower Hamlets,Millwall,3388,12283,27.6%,Boris Johnson - The Conservative Party Candidate,130,39,1463,105,1434,99,34,3304,0,1,17,29,37,84,332,109,369,441,439,526,178,2394,905,3,2,910,Labour Party,70,49,1073,24,244,1511,185,12,12,28,94,5,14,3321,0,2,49,0,15,66,Labour,1515,1097,208,212,77,94,,,77,,,,,,22,3302,0,0,61,5,20,86,John Biggs*,John Moss,Richard Macmillan,Chris Smith,Steven Woolfe,Paul Borg,,,Kamran Malik,,,,,,Paul Davies
00BGGH,Ward,City & East,Tower Hamlets,St Dunstan's and Stepney Green,3512,9379,37.4%,Ken Livingstone - The Labour Party Candidate,106,50,548,128,2379,79,35,3325,0,0,58,63,65,186,201,71,305,538,475,360,140,2090,1229,5,1,1235,Labour Party,84,38,306,42,285,2372,99,13,20,35,67,2,20,3383,0,0,72,3,53,128,Labour,2352,295,120,250,57,113,,,161,,,,,,34,3382,0,0,87,3,40,130,John Biggs*,John Moss,Richard Macmillan,Chris Smith,Steven Woolfe,Paul Borg,,,Kamran Malik,,,,,,Paul Davies
00BGGJ,Ward,City & East,Tower Hamlets,St. Katharine's and Wapping,2713,7473,36.3%,Ken Livingstone - The Labour Party Candidate,114,10,1134,123,1159,77,24,2641,0,0,21,18,33,72,285,57,247,489,365,472,160,2075,565,0,1,566,Labour Party,39,33,822,22,254,1213,155,6,14,19,78,1,10,2666,0,0,30,1,16,47,Labour,1234,829,184,229,63,36,,,63,,,,,,19,2657,0,0,40,1,15,56,John Biggs*,John Moss,Richard Macmillan,Chris Smith,Steven Woolfe,Paul Borg,,,Kamran Malik,,,,,,Paul Davies
00BGGK,Ward,City & East,Tower Hamlets,Shadwell,3184,8316,38.3%,Ken Livingstone - The Labour Party Candidate,89,22,674,123,2070,71,21,3070,0,0,30,43,38,111,213,67,240,445,519,321,102,1907,1158,1,4,1163,Labour Party,48,34,443,13,255,2058,130,15,9,24,58,3,13,3103,0,0,49,4,27,80,Labour,1993,447,153,221,44,45,,,164,,,,,,28,3095,0,0,66,4,19,89,John Biggs*,John Moss,Richard Macmillan,Chris Smith,Steven Woolfe,Paul Borg,,,Kamran Malik,,,,,,Paul Davies
00BGGL,Ward,City & East,Tower Hamlets,Spitalfields and Banglatown,1781,5708,31.2%,Ken Livingstone - The Labour Party Candidate,64,8,407,133,1001,68,15,1696,0,0,32,21,32,85,135,22,171,302,274,228,58,1190,504,2,0,506,Labour Party,17,12,243,7,262,996,96,8,8,22,37,1,9,1718,0,0,45,1,14,60,Labour,990,232,119,220,30,20,,,80,,,,,,16,1707,0,0,53,1,20,74,John Biggs*,John Moss,Richard Macmillan,Chris Smith,Steven Woolfe,Paul Borg,,,Kamran Malik,,,,,,Paul Davies
00BGGM,Ward,City & East,Tower Hamlets,Weavers,2805,7053,39.8%,Ken Livingstone - The Labour Party Candidate,96,21,594,267,1571,116,29,2694,0,0,45,47,18,110,214,44,221,540,494,351,79,1943,750,0,1,751,Labour Party,39,21,319,32,428,1591,167,7,11,34,54,1,15,2719,0,0,61,5,19,85,Labour,1558,316,224,367,44,52,,,117,,,,,,26,2704,0,0,79,1,21,101,John Biggs*,John Moss,Richard Macmillan,Chris Smith,Steven Woolfe,Paul Borg,,,Kamran Malik,,,,,,Paul Davies
00BGGN,Ward,City & East,Tower Hamlets,Whitechapel,3021,8798,34.3%,Ken Livingstone - The Labour Party Candidate,129,15,563,160,1915,106,15,2903,0,0,35,22,61,118,198,27,263,455,520,360,83,1906,992,1,4,997,Labour Party,44,24,354,10,322,1891,185,2,12,43,43,0,19,2949,0,0,44,0,23,67,Labour,1854,346,190,303,29,35,,,154,,,,,,25,2936,0,0,58,0,23,81,John Biggs*,John Moss,Richard Macmillan,Chris Smith,Steven Woolfe,Paul Borg,,,Kamran Malik,,,,,,Paul Davies
00AH (Postal),Postal,Croydon & Sutton,Croydon,Postal votes - Croydon,26356,38453,68.5%,Boris Johnson - The Conservative Party Candidate,861,365,13756,858,8451,1045,759,26095,0,3,141,4,113,261,2034,889,3297,3499,3444,4630,2718,20511,5329,2,253,5584,Conservative Party,527,560,10935,463,1438,8757,1366,92,90,146,1492,115,98,26079,0,2,115,6,66,189,Conservative,9136,11802,1717,1627,1752,,,,,,,,,,,26034,0,0,151,3,21,175,Louisa Woodley,Steve O'Connell*,Abigail Lock,Gordon Ross,Winston McKenzie,,,,,,,,,,
00AHGE,Ward,Croydon & Sutton,Croydon,Addiscombe,3308,10227,32.3%,Ken Livingstone - The Labour Party Candidate,182,41,1310,170,1362,140,53,3258,0,0,19,0,31,50,367,114,374,617,469,554,238,2733,507,0,18,525,Labour Party,72,71,924,35,329,1423,215,6,6,25,143,13,9,3271,0,0,23,0,13,36,Labour,1490,1012,277,311,180,,,,,,,,,,,3270,0,0,30,1,7,38,Louisa Woodley,Steve O'Connell*,Abigail Lock,Gordon Ross,Winston McKenzie,,,,,,,,,,
00AHGF,Ward,Croydon & Sutton,Croydon,Ashburton,3313,9064,36.6%,Boris Johnson - The Conservative Party Candidate,117,60,1648,105,1119,94,110,3253,0,0,17,0,43,60,323,163,392,496,394,486,333,2587,651,0,15,666,Conservative Party,91,77,1283,40,186,1139,145,24,6,14,250,9,6,3270,0,0,31,1,9,41,Conservative,1177,1412,200,222,254,,,,,,,,,,,3265,0,0,40,0,6,46,Louisa Woodley,Steve O'Connell*,Abigail Lock,Gordon Ross,Winston McKenzie,,,,,,,,,,
00AHGG,Ward,Croydon & Sutton,Croydon,Bensham Manor,3272,10331,31.7%,Ken Livingstone - The Labour Party Candidate,111,28,749,105,2061,68,59,3181,0,0,35,2,54,91,284,87,389,486,616,426,179,2467,677,1,36,714,Labour Party,39,102,490,18,177,2099,95,8,8,14,116,20,15,3201,0,0,51,1,17,69,Labour,2166,535,145,216,139,,,,,,,,,,,3201,0,0,66,0,5,71,Louisa Woodley,Steve O'Connell*,Abigail Lock,Gordon Ross,Winston McKenzie,,,,,,,,,,
00AHGH,Ward,Croydon & Sutton,Croydon,Broad Green,3305,10843,30.5%,Ken Livingstone - The Labour Party Candidate,87,56,722,61,2126,94,70,3216,0,0,43,1,45,89,223,104,381,350,706,334,161,2259,911,0,46,957,Labour Party,82,63,451,24,111,2202,100,7,9,12,140,30,13,3244,0,0,36,1,22,59,Labour,2227,519,161,166,163,,,,,,,,,,,3236,0,0,52,0,15,67,Louisa Woodley,Steve O'Connell*,Abigail Lock,Gordon Ross,Winston McKenzie,,,,,,,,,,
00AHGJ,Ward,Croydon & Sutton,Croydon,Coulsdon East,3093,7851,39.4%,Boris Johnson - The Conservative Party Candidate,123,47,1961,95,555,136,120,3037,0,0,22,0,34,56,333,159,344,450,265,530,383,2464,564,1,8,573,Conservative Party,70,50,1548,48,219,539,244,17,5,7,303,4,2,3056,0,0,28,0,8,36,Conservative,529,1680,358,234,251,,,,,,,,,,,3052,0,0,31,0,8,39,Louisa Woodley,Steve O'Connell*,Abigail Lock,Gordon Ross,Winston McKenzie,,,,,,,,,,
00AHGK,Ward,Croydon & Sutton,Croydon,Coulsdon West,2896,8395,34.5%,Boris Johnson - The Conservative Party Candidate,103,27,1882,93,591,80,83,2859,0,0,8,2,27,37,312,153,328,455,265,484,314,2311,537,0,11,548,Conservative Party,59,72,1466,25,207,611,167,12,2,16,225,2,5,2869,0,0,22,0,5,27,Conservative,613,1624,212,215,198,,,,,,,,,,,2862,0,0,27,0,7,34,Louisa Woodley,Steve O'Connell*,Abigail Lock,Gordon Ross,Winston McKenzie,,,,,,,,,,
00AHGL,Ward,Croydon & Sutton,Croydon,Croham,3530,9713,36.3%,Boris Johnson - The Conservative Party Candidate,186,36,1877,169,977,183,75,3503,0,0,8,0,19,27,424,111,377,602,400,655,283,2852,635,0,16,651,Conservative Party,53,92,1435,34,355,998,302,5,3,21,175,10,7,3490,0,0,28,2,9,39,Conservative,1029,1543,405,339,166,,,,,,,,,,,3482,0,0,39,2,6,47,Louisa Woodley,Steve O'Connell*,Abigail Lock,Gordon Ross,Winston McKenzie,,,,,,,,,,
00AHGM,Ward,Croydon & Sutton,Croydon,Fairfield,2880,9664,29.8%,Boris Johnson - The Conservative Party Candidate,142,24,1431,122,931,132,53,2835,0,0,22,1,22,45,352,91,345,417,408,478,204,2295,525,0,15,540,Conservative Party,46,78,1080,21,243,963,193,6,8,21,152,20,10,2841,0,0,26,3,8,37,Conservative,1013,1183,243,248,143,,,,,,,,,,,2830,0,0,43,1,5,49,Louisa Woodley,Steve O'Connell*,Abigail Lock,Gordon Ross,Winston McKenzie,,,,,,,,,,
00AHGN,Ward,Croydon & Sutton,Croydon,Fieldway,1438,6063,23.7%,Ken Livingstone - The Labour Party Candidate,21,63,437,32,767,27,49,1396,0,0,22,3,17,42,96,107,168,161,283,150,127,1092,293,0,11,304,Labour Party,109,26,258,24,50,788,39,11,5,10,85,2,0,1407,0,0,19,1,9,29,Labour,826,308,51,72,141,,,,,,,,,,,1398,0,0,31,1,7,39,Louisa Woodley,Steve O'Connell*,Abigail Lock,Gordon Ross,Winston McKenzie,,,,,,,,,,
00AHGP,Ward,Croydon & Sutton,Croydon,Heathfield,3262,8530,38.2%,Boris Johnson - The Conservative Party Candidate,96,54,2086,72,711,110,83,3212,0,0,10,1,39,50,329,182,352,455,316,490,366,2490,712,0,10,722,Conservative Party,96,79,1670,31,207,732,134,14,4,11,237,2,6,3223,0,0,27,0,12,39,Conservative,776,1818,189,208,220,,,,,,,,,,,3211,0,0,48,0,3,51,Louisa Woodley,Steve O'Connell*,Abigail Lock,Gordon Ross,Winston McKenzie,,,,,,,,,,
00AHGQ,Ward,Croydon & Sutton,Croydon,Kenley,3142,8910,35.3%,Boris Johnson - The Conservative Party Candidate,148,45,2041,95,584,101,82,3096,0,0,17,1,28,46,367,143,331,448,287,525,319,2420,668,0,8,676,Conservative Party,54,63,1686,38,207,608,192,9,7,18,224,5,5,3116,0,0,17,1,6,24,Conservative,623,1828,242,202,203,,,,,,,,,,,3098,0,0,35,2,6,43,Louisa Woodley,Steve O'Connell*,Abigail Lock,Gordon Ross,Winston McKenzie,,,,,,,,,,
00AHGR,Ward,Croydon & Sutton,Croydon,New Addington,1536,6372,24.1%,Ken Livingstone - The Labour Party Candidate,28,78,610,32,636,41,63,1488,0,0,21,0,27,48,84,129,164,153,192,192,181,1095,387,0,6,393,Labour Party,135,34,396,10,66,649,47,14,8,6,134,0,5,1504,0,0,16,0,5,21,Labour,705,445,83,77,180,,,,,,,,,,,1490,0,0,30,1,4,35,Louisa Woodley,Steve O'Connell*,Abigail Lock,Gordon Ross,Winston McKenzie,,,,,,,,,,
00AHGS,Ward,Croydon & Sutton,Croydon,Norbury,3487,10306,33.8%,Ken Livingstone - The Labour Party Candidate,134,22,1186,112,1778,136,60,3428,0,0,31,0,28,59,400,68,391,535,555,471,192,2612,798,0,18,816,Labour Party,53,112,838,17,239,1817,141,6,13,16,140,7,24,3423,0,0,44,2,15,61,Labour,1899,916,202,241,155,,,,,,,,,,,3413,0,0,53,0,15,68,Louisa Woodley,Steve O'Connell*,Abigail Lock,Gordon Ross,Winston McKenzie,,,,,,,,,,
00AHGT,Ward,Croydon & Sutton,Croydon,Purley,3227,9012,35.8%,Boris Johnson - The Conservative Party Candidate,142,17,2090,70,688,109,67,3183,0,0,17,0,27,44,411,122,330,511,292,544,351,2561,613,0,9,622,Conservative Party,52,80,1649,25,194,719,216,4,9,12,227,10,5,3202,0,0,18,0,7,25,Conservative,715,1807,265,206,183,,,,,,,,,,,3176,0,0,46,0,5,51,Louisa Woodley,Steve O'Connell*,Abigail Lock,Gordon Ross,Winston McKenzie,,,,,,,,,,
00AHGU,Ward,Croydon & Sutton,Croydon,Sanderstead,3432,8157,42.1%,Boris Johnson - The Conservative Party Candidate,95,37,2480,86,525,80,92,3395,0,0,15,1,21,37,379,174,398,527,264,565,405,2712,672,0,11,683,Conservative Party,79,96,2020,37,193,521,181,8,2,7,248,4,5,3401,0,0,22,0,5,27,Conservative,545,2203,246,193,197,,,,,,,,,,,3384,0,0,35,1,9,45,Louisa Woodley,Steve O'Connell*,Abigail Lock,Gordon Ross,Winston McKenzie,,,,,,,,,,
00AHGW,Ward,Croydon & Sutton,Croydon,Selhurst,2924,10560,27.7%,Ken Livingstone - The Labour Party Candidate,108,45,632,84,1826,96,68,2859,0,0,28,0,37,65,246,83,344,422,633,367,168,2263,558,1,37,596,Labour Party,50,88,411,20,164,1834,92,8,8,29,136,18,20,2878,0,0,32,2,12,46,Labour,1895,461,139,165,199,,,,,,,,,,,2859,0,0,57,0,8,65,Louisa Woodley,Steve O'Connell*,Abigail Lock,Gordon Ross,Winston McKenzie,,,,,,,,,,
00AHGX,Ward,Croydon & Sutton,Croydon,Selsdon and Ballards,3268,7907,41.3%,Boris Johnson - The Conservative Party Candidate,126,51,2226,88,550,108,72,3221,0,0,12,2,33,47,326,144,380,482,249,582,417,2580,626,1,14,641,Conservative Party,85,85,1809,38,221,526,183,6,2,10,251,4,2,3222,0,0,35,1,9,45,Conservative,555,1991,246,220,205,,,,,,,,,,,3217,0,0,47,0,3,50,Louisa Woodley,Steve O'Connell*,Abigail Lock,Gordon Ross,Winston McKenzie,,,,,,,,,,
00AHGY,Ward,Croydon & Sutton,Croydon,Shirley,3612,9045,39.9%,Boris Johnson - The Conservative Party Candidate,90,67,2121,80,926,121,137,3542,0,0,28,0,42,70,397,192,404,511,385,533,348,2770,742,0,30,772,Conservative Party,92,87,1703,47,170,1008,146,13,6,11,269,11,8,3571,0,0,29,0,11,40,Conservative,1030,1835,211,195,271,,,,,,,,,,,3542,0,0,65,1,3,69,Louisa Woodley,Steve O'Connell*,Abigail Lock,Gordon Ross,Winston McKenzie,,,,,,,,,,
00AHGZ,Ward,Croydon & Sutton,Croydon,South Norwood,3423,10096,33.9%,Ken Livingstone - The Labour Party Candidate,163,36,992,199,1734,172,73,3369,0,0,15,0,39,54,382,103,377,644,547,532,229,2814,523,0,32,555,Labour Party,62,94,656,24,353,1763,203,6,12,39,162,5,8,3387,0,0,21,1,11,33,Labour,1867,736,240,321,201,,,,,,,,,,,3365,0,0,50,0,6,56,Louisa Woodley,Steve O'Connell*,Abigail Lock,Gordon Ross,Winston McKenzie,,,,,,,,,,
00AHHA,Ward,Croydon & Sutton,Croydon,Thornton Heath,3156,9991,31.6%,Ken Livingstone - The Labour Party Candidate,115,23,800,108,1896,82,59,3083,0,0,29,2,42,73,318,82,349,479,503,417,180,2328,699,0,56,755,Labour Party,40,133,478,31,208,1927,103,7,8,25,114,8,9,3091,0,0,41,2,20,63,Labour,2010,547,138,233,156,,,,,,,,,,,3084,0,0,62,0,8,70,Louisa Woodley,Steve O'Connell*,Abigail Lock,Gordon Ross,Winston McKenzie,,,,,,,,,,
00AHHB,Ward,Croydon & Sutton,Croydon,Upper Norwood,3369,9933,33.9%,Ken Livingstone - The Labour Party Candidate,142,27,1149,169,1663,97,58,3305,0,0,27,2,35,64,406,86,346,640,521,530,198,2727,558,1,19,578,Labour Party,56,74,807,19,324,1725,135,7,15,21,121,2,9,3315,0,0,33,1,17,51,Labour,1827,849,181,298,147,,,,,,,,,,,3302,0,0,59,0,8,67,Louisa Woodley,Steve O'Connell*,Abigail Lock,Gordon Ross,Winston McKenzie,,,,,,,,,,
00AHHC,Ward,Croydon & Sutton,Croydon,Waddon,2828,9926,28.5%,Ken Livingstone - The Labour Party Candidate,103,60,1131,96,1195,105,94,2784,0,0,15,1,28,44,263,113,365,458,404,372,254,2229,538,1,16,555,Labour Party,78,72,847,26,188,1192,137,15,6,18,187,9,13,2788,0,0,29,0,11,40,Labour,1239,933,183,223,193,,,,,,,,,,,2771,0,0,50,0,7,57,Louisa Woodley,Steve O'Connell*,Abigail Lock,Gordon Ross,Winston McKenzie,,,,,,,,,,
00AHHD,Ward,Croydon & Sutton,Croydon,West Thornton,3151,10254,30.7%,Ken Livingstone - The Labour Party Candidate,80,25,734,53,2085,66,32,3075,0,2,30,1,43,76,225,53,366,348,676,361,133,2162,875,0,38,913,Labour Party,36,85,474,20,115,2118,72,4,13,13,70,36,34,3090,0,0,36,2,23,61,Labour,2140,527,121,167,120,,,,,,,,,,,3075,0,0,65,0,11,76,Louisa Woodley,Steve O'Connell*,Abigail Lock,Gordon Ross,Winston McKenzie,,,,,,,,,,
00AHHE,Ward,Croydon & Sutton,Croydon,Woodside,2965,9802,30.2%,Ken Livingstone - The Labour Party Candidate,103,38,946,136,1563,93,54,2933,0,0,12,0,20,32,288,96,297,495,475,374,194,2219,702,0,12,714,Labour Party,61,79,599,28,236,1605,126,12,3,29,137,4,1,2920,0,0,37,1,5,43,Labour,1633,667,176,241,194,,,,,,,,,,,2911,0,0,48,0,2,50,Louisa Woodley,Steve O'Connell*,Abigail Lock,Gordon Ross,Winston McKenzie,,,,,,,,,,
00BF (Postal),Postal,Croydon & Sutton,Sutton,Postal votes - Sutton,17271,25745,67.1%,Boris Johnson - The Conservative Party Candidate,517,320,9566,464,3779,1830,661,17137,0,1,54,2,77,134,1196,740,2106,2074,1857,3994,1810,13777,3263,2,95,3360,Conservative Party,466,395,6624,404,897,3336,3354,79,53,83,1269,102,28,17090,0,0,68,4,26,98,Conservative,3192,6649,4833,930,1433,,,,,,,,,,,17037,0,2,88,1,13,104,Louisa Woodley,Steve O'Connell*,Abigail Lock,Gordon Ross,Winston McKenzie,,,,,,,,,,
00BFGC,Ward,Croydon & Sutton,Sutton,Beddington North,2105,6335,33.2%,Boris Johnson - The Conservative Party Candidate,64,37,1074,40,597,179,66,2057,0,0,4,0,44,48,191,126,248,294,190,463,261,1773,275,0,9,284,Conservative Party,57,36,696,45,115,520,368,8,12,16,198,12,5,2088,0,0,17,0,0,17,Conservative,499,725,558,122,176,,,,,,,,,,,2080,0,0,20,0,5,25,Louisa Woodley,Steve O'Connell*,Abigail Lock,Gordon Ross,Winston McKenzie,,,,,,,,,,
00BFGD,Ward,Croydon & Sutton,Sutton,Beddington South,2118,6670,31.8%,Boris Johnson - The Conservative Party Candidate,76,34,1183,60,529,132,67,2081,0,0,13,0,24,37,204,110,238,232,224,422,266,1696,370,0,15,385,Conservative Party,68,49,831,40,105,485,287,12,6,4,181,14,9,2091,0,0,20,1,6,27,Conservative,454,852,470,123,179,,,,,,,,,,,2078,0,0,32,1,7,40,Louisa Woodley,Steve O'Connell*,Abigail Lock,Gordon Ross,Winston McKenzie,,,,,,,,,,
00BFGE,Ward,Croydon & Sutton,Sutton,Belmont,2305,6060,38.0%,Boris Johnson - The Conservative Party Candidate,84,25,1521,68,410,118,56,2282,0,0,4,0,19,23,282,89,263,295,191,460,255,1835,439,0,8,447,Conservative Party,41,62,1139,36,151,360,300,2,4,12,166,7,0,2280,0,0,20,1,4,25,Conservative,363,1159,471,130,149,,,,,,,,,,,2272,0,0,28,1,4,33,Louisa Woodley,Steve O'Connell*,Abigail Lock,Gordon Ross,Winston McKenzie,,,,,,,,,,
00BFGF,Ward,Croydon & Sutton,Sutton,Carshalton Central,2377,6233,38.1%,Boris Johnson - The Conservative Party Candidate,111,39,1346,103,474,202,64,2339,0,0,10,0,28,38,241,121,252,367,246,513,243,1983,348,0,8,356,Conservative Party,64,48,865,36,194,436,473,7,4,24,197,2,3,2353,0,0,17,1,4,22,Conservative,412,882,690,190,176,,,,,,,,,,,2350,0,0,22,1,2,25,Louisa Woodley,Steve O'Connell*,Abigail Lock,Gordon Ross,Winston McKenzie,,,,,,,,,,
